CENTRE_CODE,SCHOOL,LOCALITY,YR3ENR,YR5ENR,YR7ENR,YR9ENR,YR3READMEAN,YR3WRITMEAN,YR3SPELMEAN,YR3GPMEAN,YR3NMCYMEAN,YR5READMEAN,YR5WRITMEAN,YR5SPELMEAN,YR5GPMEAN,YR5NMCYMEAN,YR7READMEAN,YR7WRITMEAN,YR7SPELMEAN,YR7GPMEAN,YR7NMCYMEAN,YR9READMEAN,YR9WRITMEAN,YR9SPELMEAN,YR9GPMEAN,YR9NMCYMEAN,YR3READPCTNMS,YR3WRITPCTNMS,YR3SPELPCTNMS,YR3GPPCTNMS,YR3NMCYPCTNMS,YR5READPCTNMS,YR5WRITPCTNMS,YR5SPELPCTNMS,YR5GPPCTNMS,YR5NMCYPCTNMS,YR7READPCTNMS,YR7WRITPCTNMS,YR7SPELPCTNMS,YR7GPPCTNMS,YR7NMCYPCTNMS,YR9READPCTNMS,YR9WRITPCTNMS,YR9SPELPCTNMS,YR9GPPCTNMS,YR9NMCYPCTNMS
"509","Belgian Gardens State School","Belgian Gardens ","73","66","43","--","427","384","390","434","393","527","488","517","546","499","556","518","546","563","538","--","--","--","--","--","91%","91%","90%","94%","97%","97%","95%","95%","97%","98%","98%","95%","100%","98%","98%","--","--","--","--","--"
"781","Bell State School","Bell ","8","9","5","6","323","346","257","308","335","485","440","486","482","504","^","^","^","^","^","560","557","592","549","573","63%","63%","38%","63%","63%","88%","88%","100%","88%","100%","^","^","^","^","^","100%","83%","100%","100%","100%"
"1768","Bellenden Ker State School","Bellenden Ker ","1","2","1","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"1925","Bellevue Park State School","Southport ","84","79","37","--","418","416","420","448","410","504","473","501","508","474","558","518","561","555","573","--","--","--","--","--","96%","99%","96%","99%","99%","100%","96%","95%","96%","95%","100%","94%","100%","100%","100%","--","--","--","--","--"
"226","Belmont State School","Carindale ","122","105","63","--","425","411","440","462","417","519","495","514","545","531","563","547","558","570","585","--","--","--","--","--","93%","93%","95%","96%","96%","97%","98%","98%","98%","100%","98%","95%","98%","97%","98%","--","--","--","--","--"
"393","Benaraby State School","Benaraby Via Gladstone ","7","9","13","--","490","435","448","490","451","517","478","498","532","552","552","500","552","566","576","--","--","--","--","--","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","92%","100%","100%","100%","--","--","--","--","--"
"1631","Benarkin State School","Benarkin ","3","1","3","--","*","*","*","*","*","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","*","*","*","*","*","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"2150","Benowa State High School","Benowa ","--","--","--","421","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","580","548","599","583","593","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93%","80%","93%","91%","95%"
"481","Benowa State School","Benowa ","118","136","81","--","413","377","421","430","398","505","453","498","509","501","540","498","552","545","550","--","--","--","--","--","92%","91%","93%","96%","95%","97%","87%","94%","92%","96%","98%","86%","95%","93%","98%","--","--","--","--","--"
"452","Bentley Park College","Edmonton ","91","87","70","172","388","391","397","394","360","452","450","479","464","449","473","428","496","466","487","541","502","556","523","550","92%","95%","89%","91%","90%","88%","80%","85%","82%","86%","79%","59%","81%","71%","92%","81%","61%","84%","73%","91%"
"1867","Berrinba East State School","Berrinba ","60","58","37","--","357","328","366","327","318","419","409","444","423","410","489","490","506","465","485","--","--","--","--","--","81%","71%","80%","76%","68%","74%","69%","90%","67%","74%","97%","86%","89%","72%","97%","--","--","--","--","--"
"1546","Berserker Street State School","North Rockhampton ","61","66","34","--","384","388","388","414","378","444","425","460","450","455","519","491","533","534","541","--","--","--","--","--","85%","85%","85%","85%","85%","70%","71%","80%","66%","83%","76%","64%","73%","73%","76%","--","--","--","--","--"
"5491","Bethania Lutheran School","Bethania ","45","22","16","--","402","396","397","404","379","460","466","478","470","450","521","479","530","533","523","--","--","--","--","--","98%","98%","98%","96%","98%","75%","100%","100%","95%","89%","94%","88%","94%","100%","100%","--","--","--","--","--"
"5761","Bethany Lutheran Primary School (Raceview)","Raceview ","33","21","17","--","432","391","421","455","412","497","445","469","488","477","547","496","516","537","539","--","--","--","--","--","97%","100%","97%","100%","97%","95%","86%","90%","100%","100%","88%","81%","81%","88%","93%","--","--","--","--","--"
"996","Biboohra State School","Biboohra Via Mareeba ","12","7","10","--","393","377","381","432","355","465","426","436","449","443","542","464","522","547","528","--","--","--","--","--","100%","100%","100%","100%","91%","71%","67%","83%","83%","71%","100%","70%","90%","90%","100%","--","--","--","--","--"
"1663","Biddeston State School","Biddeston ","8","11","7","--","406","360","374","413","362","489","432","486","490","466","544","547","558","564","553","--","--","--","--","--","100%","100%","86%","100%","100%","91%","64%","100%","91%","91%","100%","100%","100%","100%","100%","--","--","--","--","--"
"666","Biggenden State School","Biggenden ","11","11","9","14","364","374","343","455","424","458","456","461","461","450","501","450","492","491","489","537","503","512","542","559","78%","89%","89%","100%","100%","100%","100%","100%","100%","100%","86%","63%","63%","88%","100%","83%","50%","67%","83%","92%"
"65","Biggera Waters State School","Biggera Waters ","127","94","35","--","414","395","410","428","392","506","437","508","519","489","512","495","512","493","504","--","--","--","--","--","97%","97%","96%","96%","98%","99%","82%","98%","99%","94%","100%","90%","97%","86%","100%","--","--","--","--","--"
"2085","Biloela State High School","Biloela ","--","--","--","123","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","569","535","553","566","580","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","85%","66%","77%","82%","92%"
"1822","Biloela State School","Biloela ","42","52","36","--","381","357","372","383","384","449","398","438","437","453","516","459","513","527","510","--","--","--","--","--","79%","79%","80%","73%","83%","77%","65%","78%","73%","82%","80%","74%","74%","82%","94%","--","--","--","--","--"
"1397","Binjour Plateau State School","Via Gayndah ","3","2","1","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"1679","Birdsville State School","Birdsville ","1","2","1","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"1915","Birkdale South State School","Birkdale ","85","85","31","--","399","357","386","405","374","497","474","493","504","487","535","491","537","516","514","--","--","--","--","--","97%","89%","96%","94%","99%","92%","92%","95%","95%","95%","96%","81%","89%","86%","96%","--","--","--","--","--"
"1545","Birkdale State School","Birkdale ","94","72","48","--","400","381","391","416","392","496","466","484","501","486","542","525","535","540","551","--","--","--","--","--","92%","91%","99%","93%","99%","98%","86%","94%","92%","97%","98%","93%","90%","98%","95%","--","--","--","--","--"
"5500","Blackall Range Independent School","Kureelpa ","5","3","2","4","^","^","^","^","^","^","^","^","^","^","*","*","*","*","*","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","*","*","*","*","*","^","^","^","^","^"
"299","Blackall State School","Blackall ","12","7","5","12","412","389","371","389","371","524","495","503","520","491","544","514","517","570","^","580","567","574","561","599","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","^","100%","100%","100%","83%","100%"
"739","Blackbutt State School","Blackbutt ","23","29","18","--","400","368","368","399","380","494","431","479","495","458","547","518","532","534","515","--","--","--","--","--","95%","91%","91%","91%","95%","95%","77%","100%","95%","86%","100%","100%","100%","100%","100%","--","--","--","--","--"
"5800","Blackheath and Thornburgh College","Charters Towers ","7","4","8","35","411","397","407","381","401","^","^","^","^","^","485","444","444","479","489","535","477","533","532","539","100%","100%","100%","86%","100%","^","^","^","^","^","88%","75%","63%","75%","100%","76%","50%","79%","76%","94%"
"1891","Blackwater North State School","Blackwater ","53","55","35","--","390","369","396","398","370","486","449","477","483","474","541","499","545","552","519","--","--","--","--","--","96%","98%","96%","91%","96%","100%","88%","96%","94%","98%","100%","91%","100%","97%","100%","--","--","--","--","--"
"2134","Blackwater State High School","Blackwater ","--","--","--","68","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","554","526","560","548","552","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","84%","67%","79%","84%","86%"
"396","Blackwater State School","Blackwater ","33","15","14","--","338","344","327","343","320","446","416","435","435","443","491","469","501","453","472","--","--","--","--","--","76%","87%","74%","74%","86%","92%","58%","92%","77%","92%","83%","85%","85%","54%","75%","--","--","--","--","--"
"1565","Blair State School","Sadliers Crossing ","59","50","29","--","376","358","375","382","340","473","435","463","466","447","543","455","533","532","522","--","--","--","--","--","90%","92%","93%","92%","88%","94%","84%","88%","86%","86%","96%","79%","90%","90%","93%","--","--","--","--","--"
"316","Blenheim State School","Blenheim ","17","6","4","--","415","410","387","409","404","460","457","411","447","464","^","^","^","^","^","--","--","--","--","--","94%","100%","100%","100%","100%","100%","100%","83%","100%","100%","^","^","^","^","^","--","--","--","--","--"
"952","Bli Bli State School","Bli Bli Via Nambour ","67","75","51","--","386","385","374","393","373","480","458","466","475","466","552","500","535","543","554","--","--","--","--","--","92%","97%","95%","94%","97%","94%","92%","94%","92%","93%","92%","80%","86%","92%","90%","--","--","--","--","--"
"1173","Bloomfield River State School","Bloomfield ","6","4","6","--","313","354","427","283","268","^","^","^","^","^","435","385","420","445","426","--","--","--","--","--","83%","100%","100%","50%","50%","^","^","^","^","^","80%","40%","60%","80%","40%","--","--","--","--","--"
"981","Bloomsbury State School","Bloomsbury Via Mackay ","11","5","4","--","392","365","377","400","376","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","89%","89%","100%","100%","89%","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"612","Bluewater State School","Bluewater ","47","48","11","--","382","413","383","413","387","496","466","493","504","474","558","496","556","549","577","--","--","--","--","--","88%","100%","98%","98%","98%","93%","90%","93%","98%","93%","78%","67%","89%","89%","89%","--","--","--","--","--"
"344","Bluff State School","Bluff ","3","4","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"1299","Bohlevale State School","Bohle ","104","87","28","--","353","354","355","374","346","461","423","446","461","451","524","488","532","489","527","--","--","--","--","--","81%","87%","88%","85%","92%","82%","73%","80%","81%","85%","96%","81%","92%","88%","96%","--","--","--","--","--"
"425","Bollon State School","Bollon ","4","5","1","--","^","^","^","^","^","^","^","^","^","447","*","*","*","*","*","--","--","--","--","--","^","^","^","^","^","^","^","^","^","100%","*","*","*","*","*","--","--","--","--","--"
"2105","Boonah State High School","Boonah ","--","--","--","120","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","558","528","563","558","579","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","89%","77%","89%","83%","98%"
"333","Boonah State School","Boonah ","37","34","22","--","391","348","352","386","382","501","434","484","494","482","514","536","515","518","538","--","--","--","--","--","94%","88%","82%","88%","94%","93%","68%","94%","90%","93%","95%","100%","90%","100%","100%","--","--","--","--","--"
"1603","Boondall State School","Boondall ","87","94","59","--","399","376","403","415","380","480","441","485","495","480","523","493","536","533","533","--","--","--","--","--","94%","94%","97%","95%","88%","96%","81%","95%","92%","94%","88%","79%","86%","82%","86%","--","--","--","--","--"
"1542","Booyal Central State School","Booyal ","4","5","1","--","^","^","^","^","^","540","496","505","556","492","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","100%","100%","100%","100%","100%","^","^","^","^","^","--","--","--","--","--"
"1981","Boronia Heights State School","Boronia Heights ","93","87","47","--","358","355","365","348","349","456","430","480","476","441","488","474","494","473","487","--","--","--","--","--","83%","83%","84%","81%","83%","84%","73%","88%","85%","83%","88%","85%","83%","71%","95%","--","--","--","--","--"
"899","Bororen State School","Bororen ","8","9","3","--","401","406","397","380","387","479","462","474","491","499","^","^","^","^","^","--","--","--","--","--","100%","100%","100%","100%","100%","75%","63%","75%","88%","75%","^","^","^","^","^","--","--","--","--","--"
"57","Bouldercombe State School","Bouldercombe ","27","21","13","--","384","416","369","412","367","459","491","473","485","446","508","495","502","494","498","--","--","--","--","--","91%","100%","95%","95%","100%","95%","95%","85%","95%","95%","92%","85%","85%","77%","92%","--","--","--","--","--"
"595","Boulia State School","Boulia ","4","4","3","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"6134","Bounty Boulevard State School","North Lakes ","157","125","56","--","393","375","390","394","374","493","435","490","490","468","529","502","536","525","531","--","--","--","--","--","89%","93%","91%","91%","91%","89%","80%","90%","92%","93%","91%","89%","93%","89%","100%","--","--","--","--","--"
