CENTRE_CODE,SCHOOL,LOCALITY,YR3ENR,YR5ENR,YR7ENR,YR9ENR,YR3READMEAN,YR3WRITMEAN,YR3SPELMEAN,YR3GPMEAN,YR3NMCYMEAN,YR5READMEAN,YR5WRITMEAN,YR5SPELMEAN,YR5GPMEAN,YR5NMCYMEAN,YR7READMEAN,YR7WRITMEAN,YR7SPELMEAN,YR7GPMEAN,YR7NMCYMEAN,YR9READMEAN,YR9WRITMEAN,YR9SPELMEAN,YR9GPMEAN,YR9NMCYMEAN,YR3READPCTNMS,YR3WRITPCTNMS,YR3SPELPCTNMS,YR3GPPCTNMS,YR3NMCYPCTNMS,YR5READPCTNMS,YR5WRITPCTNMS,YR5SPELPCTNMS,YR5GPPCTNMS,YR5NMCYPCTNMS,YR7READPCTNMS,YR7WRITPCTNMS,YR7SPELPCTNMS,YR7GPPCTNMS,YR7NMCYPCTNMS,YR9READPCTNMS,YR9WRITPCTNMS,YR9SPELPCTNMS,YR9GPPCTNMS,YR9NMCYPCTNMS
"1925","Bellevue Park State School","Southport","95","82","--","--","446","434","418","454","420","510","488","499","519","516","--","--","--","--","--","--","--","--","--","--","97%","98%","93%","94%","97%","95%","89%","93%","93%","96%","--","--","--","--","--","--","--","--","--","--"
"226","Belmont State School","Carindale","125","89","--","--","453","430","436","470","424","530","486","516","520","520","--","--","--","--","--","--","--","--","--","--","98%","98%","97%","98%","99%","100%","93%","99%","95%","99%","--","--","--","--","--","--","--","--","--","--"
"393","Benaraby State School","Benaraby Via Gladstone","15","17","--","--","458","433","472","479","467","507","487","566","514","520","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"1631","Benarkin State School","Benarkin","5","2","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"2150","Benowa State High School","Benowa","--","--","292","353","--","--","--","--","--","--","--","--","--","--","553","516","573","553","558","583","550","594","582","599","--","--","--","--","--","--","--","--","--","--","97%","91%","96%","94%","97%","97%","82%","93%","93%","98%"
"481","Benowa State School","Benowa","104","129","--","--","438","432","433","461","416","486","460","496","491","483","--","--","--","--","--","--","--","--","--","--","96%","98%","95%","95%","96%","94%","87%","94%","92%","96%","--","--","--","--","--","--","--","--","--","--"
"452","Bentley Park College","Edmonton","87","86","159","139","369","383","364","387","364","463","471","496","480","465","500","425","514","485","496","548","496","568","546","560","83%","88%","86%","89%","94%","94%","89%","95%","89%","94%","88%","60%","82%","74%","92%","85%","64%","86%","80%","95%"
"1867","Berrinba East State School","Berrinba","60","54","--","--","376","371","360","359","346","444","433","450","436","424","--","--","--","--","--","--","--","--","--","--","93%","95%","81%","81%","96%","92%","77%","85%","81%","77%","--","--","--","--","--","--","--","--","--","--"
"1546","Berserker Street State School","North Rockhampton","74","64","--","--","379","399","359","407","363","457","457","472","469","463","--","--","--","--","--","--","--","--","--","--","75%","79%","74%","78%","79%","92%","90%","90%","89%","98%","--","--","--","--","--","--","--","--","--","--"
"5491","Bethania Lutheran School","Bethania","34","19","--","--","442","445","434","451","390","464","469","485","469","460","--","--","--","--","--","--","--","--","--","--","100%","100%","97%","100%","97%","89%","95%","95%","89%","95%","--","--","--","--","--","--","--","--","--","--"
"5761","Bethany Lutheran Primary School (Raceview)","Raceview","34","24","--","--","386","391","351","393","383","484","480","488","490","501","--","--","--","--","--","--","--","--","--","--","94%","100%","91%","91%","97%","96%","96%","96%","96%","100%","--","--","--","--","--","--","--","--","--","--"
"996","Biboohra State School","Biboohra Via Mareeba","10","14","--","--","374","334","392","387","349","469","483","459","483","450","--","--","--","--","--","--","--","--","--","--","89%","89%","100%","89%","89%","93%","93%","86%","93%","100%","--","--","--","--","--","--","--","--","--","--"
"1663","Biddeston State School","Biddeston","4","8","--","--","^","^","^","^","^","458","470","473","459","435","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","100%","100%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"666","Biggenden State School","Biggenden","8","9","14","6","372","389","371","417","372","470","481","475","495","467","521","488","522","499","542","551","515","529","545","561","100%","100%","100%","100%","86%","100%","100%","86%","86%","100%","100%","86%","93%","86%","100%","100%","50%","50%","100%","100%"
"65","Biggera Waters State School","Biggera Waters","111","103","--","--","431","414","412","430","408","493","469","490","510","490","--","--","--","--","--","--","--","--","--","--","97%","99%","99%","99%","100%","98%","91%","96%","96%","100%","--","--","--","--","--","--","--","--","--","--"
"2085","Biloela State High School","Biloela","--","--","108","112","--","--","--","--","--","--","--","--","--","--","521","483","527","520","528","549","512","561","546","574","--","--","--","--","--","--","--","--","--","--","91%","78%","85%","85%","95%","88%","67%","85%","80%","96%"
"1822","Biloela State School","Biloela","39","41","--","--","432","392","392","417","400","463","430","473","477","458","--","--","--","--","--","--","--","--","--","--","92%","89%","84%","81%","91%","85%","70%","85%","88%","93%","--","--","--","--","--","--","--","--","--","--"
"1397","Binjour Plateau State School","Via Gayndah","2","3","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"1679","Birdsville State School","Birdsville","--","1","--","--","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"1915","Birkdale South State School","Birkdale","85","74","--","--","421","400","398","420","390","478","457","488","485","466","--","--","--","--","--","--","--","--","--","--","100%","100%","97%","97%","99%","93%","93%","94%","94%","97%","--","--","--","--","--","--","--","--","--","--"
"1545","Birkdale State School","Birkdale","101","85","--","--","408","391","383","423","371","493","457","492","504","482","--","--","--","--","--","--","--","--","--","--","92%","97%","92%","99%","96%","99%","89%","96%","97%","99%","--","--","--","--","--","--","--","--","--","--"
"5500","Blackall Range Independent School","Kureelpa","1","7","2","5","*","*","^","^","*","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","*","*","^","^","*","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^"
"299","Blackall State School","Blackall","10","8","17","16","385","372","398","375","353","472","453","471","484","428","515","492","528","532","495","587","554","582","565","570","88%","100%","100%","88%","100%","100%","100%","86%","100%","100%","100%","100%","100%","100%","91%","100%","89%","89%","89%","100%"
"739","Blackbutt State School","Blackbutt","25","21","--","--","356","331","342","383","367","497","455","471","487","470","--","--","--","--","--","--","--","--","--","--","81%","90%","81%","90%","90%","100%","85%","95%","100%","90%","--","--","--","--","--","--","--","--","--","--"
"5800","Blackheath and Thornburgh College","Charters Towers","10","5","32","35","379","363","346","362","346","^","^","^","^","^","534","497","522","521","529","535","475","537","528","562","90%","80%","90%","80%","80%","^","^","^","^","^","90%","80%","83%","77%","93%","88%","50%","84%","84%","94%"
"1891","Blackwater North State School","Blackwater","56","46","--","--","404","392","387","406","361","486","462","475","497","466","--","--","--","--","--","--","--","--","--","--","98%","100%","98%","94%","92%","93%","93%","95%","90%","100%","--","--","--","--","--","--","--","--","--","--"
"2134","Blackwater State High School","Blackwater","--","--","64","74","--","--","--","--","--","--","--","--","--","--","517","473","503","498","501","547","512","566","550","553","--","--","--","--","--","--","--","--","--","--","79%","68%","71%","71%","79%","86%","63%","85%","80%","91%"
"396","Blackwater State School","Blackwater","25","22","--","--","356","363","333","382","329","446","430","450","451","446","--","--","--","--","--","--","--","--","--","--","78%","91%","83%","96%","78%","84%","74%","95%","84%","79%","--","--","--","--","--","--","--","--","--","--"
"1565","Blair State School","Sadliers Crossing","63","39","--","--","375","356","356","370","331","460","416","448","452","456","--","--","--","--","--","--","--","--","--","--","89%","92%","86%","87%","87%","87%","68%","86%","84%","94%","--","--","--","--","--","--","--","--","--","--"
"316","Blenheim State School","Blenheim","18","6","--","--","412","398","394","450","396","427","379","380","398","422","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","94%","83%","17%","50%","50%","67%","--","--","--","--","--","--","--","--","--","--"
"952","Bli Bli State School","Bli Bli Via Nambour","80","61","--","--","402","414","367","402","367","484","460","470","494","494","--","--","--","--","--","--","--","--","--","--","94%","99%","95%","96%","94%","97%","95%","88%","97%","98%","--","--","--","--","--","--","--","--","--","--"
"1173","Bloomfield River State School","Bloomfield","3","4","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"981","Bloomsbury State School","Bloomsbury Via Mackay","13","15","--","--","364","354","361","391","369","478","450","477","490","479","--","--","--","--","--","--","--","--","--","--","92%","85%","77%","100%","100%","100%","92%","92%","85%","100%","--","--","--","--","--","--","--","--","--","--"
"612","Bluewater State School","Bluewater","56","52","--","--","422","405","384","421","386","489","455","468","481","457","--","--","--","--","--","--","--","--","--","--","96%","96%","98%","96%","98%","98%","93%","100%","95%","96%","--","--","--","--","--","--","--","--","--","--"
"344","Bluff State School","Bluff","3","4","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"1299","Bohlevale State School","Bohle","106","116","--","--","366","370","352","382","347","443","408","432","440","429","--","--","--","--","--","--","--","--","--","--","84%","88%","78%","90%","88%","85%","69%","78%","77%","79%","--","--","--","--","--","--","--","--","--","--"
"425","Bollon State School","Bollon","7","3","--","--","438","436","379","435","411","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","100%","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"2105","Boonah State High School","Boonah","--","--","117","114","--","--","--","--","--","--","--","--","--","--","548","495","535","534","535","562","516","566","558","575","--","--","--","--","--","--","--","--","--","--","97%","85%","90%","86%","98%","86%","70%","85%","81%","99%"
"333","Boonah State School","Boonah","35","50","--","--","452","407","414","461","393","490","466","516","501","476","--","--","--","--","--","--","--","--","--","--","100%","100%","97%","97%","93%","95%","91%","100%","95%","100%","--","--","--","--","--","--","--","--","--","--"
"1603","Boondall State School","Boondall","93","101","--","--","398","390","399","418","372","477","453","479","487","470","--","--","--","--","--","--","--","--","--","--","90%","92%","94%","93%","90%","90%","80%","90%","88%","90%","--","--","--","--","--","--","--","--","--","--"
"1542","Booyal Central State School","Booyal","3","2","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"9918","Border Rivers Christian College","Goondiwindi","2","2","3","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"1981","Boronia Heights State School","Boronia Heights","98","86","--","--","380","390","377","399","362","470","449","482","467","459","--","--","--","--","--","--","--","--","--","--","89%","95%","89%","95%","91%","93%","85%","91%","89%","95%","--","--","--","--","--","--","--","--","--","--"
"899","Bororen State School","Bororen","3","3","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"57","Bouldercombe State School","Bouldercombe","21","21","--","--","402","431","403","454","378","470","497","474","511","474","--","--","--","--","--","--","--","--","--","--","93%","100%","100%","100%","80%","94%","100%","94%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"595","Boulia State School","Boulia","4","1","--","--","^","^","^","^","^","*","*","*","*","*","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","*","*","*","*","*","--","--","--","--","--","--","--","--","--","--"
"6134","Bounty Boulevard State School","North Lakes","160","154","--","--","414","399","395","419","392","492","454","489","491","477","--","--","--","--","--","--","--","--","--","--","95%","95%","94%","95%","95%","96%","90%","95%","97%","98%","--","--","--","--","--","--","--","--","--","--"
"2065","Bowen State High School","Bowen","--","--","129","137","--","--","--","--","--","--","--","--","--","--","521","472","514","505","519","556","528","560","556","571","--","--","--","--","--","--","--","--","--","--","91%","79%","85%","82%","98%","84%","74%","86%","83%","95%"
