snapshot_date,snapshot_month,loan_id,state,lvr_band,borrower_type,property_type,employment_type,lender,arrears_bucket,days_in_arrears,arrears_amount,loan_amount
2023-10-01,Oct 2023,LMI10703,VIC,85-90%,First Home Buyer,Townhouse,PAYG,Westpac,60,64,4894.67,770400
2023-10-01,Oct 2023,LMI10721,VIC,95%+,First Home Buyer,House,PAYG,Macquarie,30,23,5622.97,890500
2023-10-01,Oct 2023,LMI10766,TAS,90-95%,Owner Occupier,Apartment,PAYG,Macquarie,60,60,4036.12,543500
2023-10-01,Oct 2023,LMI10788,VIC,85-90%,First Home Buyer,House,PAYG,Westpac,60,75,2683.84,532100
2023-10-01,Oct 2023,LMI10867,TAS,90-95%,Owner Occupier,Apartment,Self-Employed,ANZ,60,59,2773.39,357600
2023-10-01,Oct 2023,LMI10884,WA,85-90%,Investor,House,PAYG,NAB,30,27,3547.41,586800
2023-10-01,Oct 2023,LMI10908,VIC,90-95%,Refinancer,House,PAYG,ANZ,60,66,2873.44,868200
2023-10-01,Oct 2023,LMI10950,NSW,80-85%,First Home Buyer,House,PAYG,Commonwealth Bank,30,42,2838.57,768700
2023-10-01,Oct 2023,LMI10975,WA,90-95%,Owner Occupier,House,PAYG,ANZ,30,26,2465.84,519400
2023-10-01,Oct 2023,LMI10976,NSW,80-85%,Owner Occupier,Apartment,Contract,ANZ,60,66,11014.25,1224500
2023-10-01,Oct 2023,LMI10981,QLD,95%+,Owner Occupier,House,Self-Employed,NAB,60,49,2322.6,782100
2023-10-01,Oct 2023,LMI11043,QLD,90-95%,Owner Occupier,House,PAYG,NAB,30,21,2318.5,541800
2023-10-01,Oct 2023,LMI11054,NSW,85-90%,First Home Buyer,Apartment,PAYG,AMP Bank,30,29,4024.99,811800
2023-10-01,Oct 2023,LMI11083,QLD,80-85%,Owner Occupier,House,Self-Employed,Commonwealth Bank,60,74,4782.66,538600
2023-10-01,Oct 2023,LMI11206,NSW,90-95%,Owner Occupier,Apartment,PAYG,ANZ,90,89,4893.72,1009700
2023-10-01,Oct 2023,LMI11418,NSW,80-85%,First Home Buyer,House,PAYG,Westpac,30,41,5244.3,1161300
2023-10-01,Oct 2023,LMI11434,NSW,95%+,Refinancer,House,PAYG,Commonwealth Bank,30,43,6920.63,1301300
2023-10-01,Oct 2023,LMI11447,VIC,90-95%,Refinancer,Apartment,PAYG,ANZ,60,46,3812.62,704900
2023-10-01,Oct 2023,LMI11510,VIC,95%+,Owner Occupier,House,PAYG,Westpac,60,55,8656.52,1225400
2023-10-01,Oct 2023,LMI11515,NSW,80-85%,Owner Occupier,House,PAYG,Westpac,90,76,6957.76,1047700
2023-10-01,Oct 2023,LMI11518,NSW,85-90%,Owner Occupier,House,PAYG,NAB,90,81,10886.54,1556900
2023-10-01,Oct 2023,LMI11522,NSW,90-95%,Owner Occupier,House,PAYG,Commonwealth Bank,30,17,12281.07,1560400
2023-10-01,Oct 2023,LMI11527,NSW,80-85%,Investor,Apartment,PAYG,Macquarie,30,30,8957.5,1385100
2023-10-01,Oct 2023,LMI11590,NSW,90-95%,Refinancer,House,PAYG,Bendigo Bank,30,27,7387.94,951100
2023-10-01,Oct 2023,LMI11604,NSW,95%+,First Home Buyer,Land,PAYG,ANZ,30,35,9382.07,1360800
2023-10-01,Oct 2023,LMI11746,QLD,90-95%,Owner Occupier,House,Contract,NAB,30,42,2446.3,731100
2023-10-01,Oct 2023,LMI11755,NSW,95%+,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,21,6789.66,1004100
2023-10-01,Oct 2023,LMI11759,VIC,90-95%,Investor,House,PAYG,Bank of Queensland,30,40,5898.7,1173200
2023-10-01,Oct 2023,LMI11890,NSW,90-95%,Owner Occupier,Apartment,Self-Employed,Westpac,90,78,8541.56,1047800
2023-10-01,Oct 2023,LMI11895,VIC,95%+,Owner Occupier,Apartment,Self-Employed,NAB,60,65,5785.63,790500
2023-10-01,Oct 2023,LMI11940,VIC,85-90%,First Home Buyer,House,Contract,NAB,30,24,2862.54,1085400
2023-10-01,Oct 2023,LMI11959,SA,90-95%,First Home Buyer,House,PAYG,NAB,30,31,4218.11,568000
2023-11-01,Nov 2023,LMI10004,QLD,80-85%,Investor,Apartment,PAYG,ANZ,30,26,2140.14,421900
2023-11-01,Nov 2023,LMI10008,QLD,90-95%,First Home Buyer,House,PAYG,Macquarie,30,21,4419.82,653600
2023-11-01,Nov 2023,LMI10066,NSW,85-90%,First Home Buyer,Land,Contract,Commonwealth Bank,60,65,12070.79,1460000
2023-11-01,Nov 2023,LMI10068,QLD,90-95%,First Home Buyer,House,Self-Employed,Macquarie,30,23,1815.59,777800
2023-11-01,Nov 2023,LMI10084,WA,85-90%,Owner Occupier,Apartment,PAYG,NAB,90,88,1629.84,674300
2023-11-01,Nov 2023,LMI10114,VIC,85-90%,First Home Buyer,House,PAYG,ANZ,30,24,1909.02,661600
2023-11-01,Nov 2023,LMI10116,ACT,90-95%,First Home Buyer,House,Self-Employed,ANZ,30,45,2642.22,1021900
2023-11-01,Nov 2023,LMI10142,VIC,90-95%,Investor,House,PAYG,ANZ,30,18,6231.73,1067700
2023-11-01,Nov 2023,LMI10157,NSW,90-95%,Investor,House,PAYG,ANZ,90+,92,5227.4,835600
2023-11-01,Nov 2023,LMI10163,TAS,85-90%,Owner Occupier,Apartment,PAYG,ANZ,30,28,3561.5,530100
2023-11-01,Nov 2023,LMI10203,NSW,90-95%,Owner Occupier,House,Contract,Westpac,30,18,3838.69,900400
2023-11-01,Nov 2023,LMI10209,NSW,90-95%,First Home Buyer,House,PAYG,ING,30,21,7075.54,834900
2023-11-01,Nov 2023,LMI10258,NSW,85-90%,First Home Buyer,Townhouse,PAYG,NAB,30,21,8237.91,1268500
2023-11-01,Nov 2023,LMI10336,VIC,90-95%,Owner Occupier,Apartment,PAYG,Commonwealth Bank,90,82,4524.55,1125800
2023-11-01,Nov 2023,LMI10355,WA,85-90%,First Home Buyer,House,PAYG,Westpac,30,21,3630.92,553900
2023-11-01,Nov 2023,LMI10406,VIC,90-95%,Investor,Apartment,PAYG,Westpac,90,88,2606.19,993600
2023-11-01,Nov 2023,LMI10461,QLD,95%+,Investor,House,Self-Employed,Commonwealth Bank,30,28,2735.6,487800
2023-11-01,Nov 2023,LMI10533,NSW,80-85%,First Home Buyer,House,PAYG,Commonwealth Bank,30,41,5600.1,855000
2023-11-01,Nov 2023,LMI10554,QLD,90-95%,Investor,House,Contract,Westpac,30,19,2507.77,827600
2023-11-01,Nov 2023,LMI10555,VIC,95%+,First Home Buyer,Apartment,PAYG,NAB,30,21,3283.89,888100
2023-11-01,Nov 2023,LMI10566,NT,95%+,First Home Buyer,Apartment,PAYG,Bendigo Bank,30,37,1251.2,440600
2023-11-01,Nov 2023,LMI10594,NSW,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,60,63,9240.61,1320100
2023-11-01,Nov 2023,LMI10617,VIC,90-95%,First Home Buyer,House,PAYG,Westpac,30,27,3307.57,1071600
2023-11-01,Nov 2023,LMI10619,NSW,95%+,Owner Occupier,House,Self-Employed,ANZ,60,62,3816.94,1556600
2023-11-01,Nov 2023,LMI10664,NSW,90-95%,Refinancer,House,Contract,AMP Bank,30,25,12295.11,1370700
2023-11-01,Nov 2023,LMI10719,NSW,80-85%,Investor,Apartment,PAYG,Bank of Queensland,30,43,8899.07,1244100
2023-11-01,Nov 2023,LMI10848,NSW,85-90%,Owner Occupier,House,Contract,ANZ,30,41,8741.95,1191000
2023-11-01,Nov 2023,LMI10891,QLD,90-95%,Investor,Apartment,PAYG,Bendigo Bank,60,46,6748.95,793200
2023-11-01,Nov 2023,LMI10912,VIC,90-95%,Owner Occupier,Townhouse,PAYG,ING,30,15,4865.77,953500
2023-11-01,Nov 2023,LMI10993,NSW,95%+,Owner Occupier,Townhouse,PAYG,Bendigo Bank,30,34,1998.08,908200
2023-11-01,Nov 2023,LMI11062,NSW,85-90%,Owner Occupier,House,Self-Employed,Commonwealth Bank,30,25,4368.5,684500
2023-11-01,Nov 2023,LMI11125,NSW,90-95%,Owner Occupier,Townhouse,PAYG,AMP Bank,90,87,4539.78,1232600
2023-11-01,Nov 2023,LMI11134,NSW,85-90%,Owner Occupier,House,Self-Employed,Commonwealth Bank,60,46,5159.52,1301600
2023-11-01,Nov 2023,LMI11150,NSW,85-90%,Owner Occupier,Townhouse,PAYG,Westpac,30,43,3528.02,854600
2023-11-01,Nov 2023,LMI11181,NSW,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,60,58,5080.1,1516300
2023-11-01,Nov 2023,LMI11258,NSW,90-95%,First Home Buyer,Townhouse,Self-Employed,Westpac,30,16,6640.09,879700
2023-11-01,Nov 2023,LMI11264,ACT,95%+,Owner Occupier,Apartment,PAYG,Macquarie,30,28,3398.53,1081900
2023-11-01,Nov 2023,LMI11306,NSW,95%+,First Home Buyer,House,PAYG,Bank of Queensland,60,53,4954.64,1259000
2023-11-01,Nov 2023,LMI11376,WA,95%+,Refinancer,House,PAYG,ANZ,30,43,2401.39,452600
2023-11-01,Nov 2023,LMI11396,QLD,80-85%,Investor,Apartment,Self-Employed,Commonwealth Bank,30,33,1572.34,341400
2023-11-01,Nov 2023,LMI11419,WA,90-95%,Owner Occupier,Apartment,Self-Employed,Commonwealth Bank,30,29,3654.83,500200
2023-11-01,Nov 2023,LMI11427,VIC,85-90%,Investor,House,PAYG,Westpac,30,40,2646.1,1110100
2023-11-01,Nov 2023,LMI11450,SA,90-95%,Owner Occupier,House,PAYG,Macquarie,30,18,2363.46,458300
2023-11-01,Nov 2023,LMI11520,NSW,85-90%,First Home Buyer,House,Self-Employed,Commonwealth Bank,30,30,6647.45,1306200
2023-11-01,Nov 2023,LMI11624,VIC,85-90%,Investor,Apartment,Self-Employed,Commonwealth Bank,60,67,4304.45,622000
2023-11-01,Nov 2023,LMI11659,NSW,90-95%,Investor,Apartment,PAYG,Bank of Queensland,30,38,12979.92,1660700
2023-11-01,Nov 2023,LMI11672,QLD,95%+,Investor,House,PAYG,Commonwealth Bank,30,40,1222.28,449800
2023-11-01,Nov 2023,LMI11674,ACT,80-85%,Owner Occupier,House,PAYG,Bendigo Bank,30,39,4898.52,683600
2023-11-01,Nov 2023,LMI11717,NSW,85-90%,Investor,House,PAYG,Westpac,60,72,4003.43,1228300
2023-11-01,Nov 2023,LMI11722,VIC,95%+,Owner Occupier,House,PAYG,Bank of Queensland,30,16,1403.29,580100
2023-11-01,Nov 2023,LMI11724,VIC,95%+,First Home Buyer,House,PAYG,Commonwealth Bank,30,23,3651.21,588400
2023-11-01,Nov 2023,LMI11751,VIC,95%+,Owner Occupier,House,Contract,ING,30,40,6953.47,895700
2023-11-01,Nov 2023,LMI11792,NSW,95%+,First Home Buyer,House,PAYG,Westpac,30,24,7093.99,1345700
2023-11-01,Nov 2023,LMI11865,VIC,≤80%,First Home Buyer,Apartment,Self-Employed,Westpac,30,39,5329.83,925000
2023-11-01,Nov 2023,LMI11877,NSW,85-90%,Investor,Apartment,PAYG,ANZ,30,22,4569.77,1140000
2023-11-01,Nov 2023,LMI11943,SA,80-85%,Investor,House,Self-Employed,ANZ,30,32,969.77,341900
2023-11-01,Nov 2023,LMI11956,VIC,95%+,Owner Occupier,House,Contract,NAB,30,30,4899.26,626400
2023-12-01,Dec 2023,LMI10011,NSW,95%+,First Home Buyer,House,PAYG,ANZ,60,64,1734.73,825300
2023-12-01,Dec 2023,LMI10039,QLD,90-95%,First Home Buyer,House,PAYG,ING,60,53,4150.72,709700
2023-12-01,Dec 2023,LMI10075,SA,90-95%,Investor,House,PAYG,Westpac,90,87,3386.02,499200
2023-12-01,Dec 2023,LMI10145,VIC,90-95%,Owner Occupier,Apartment,Contract,NAB,30,27,6705.52,1196500
2023-12-01,Dec 2023,LMI10157,NSW,90-95%,Investor,House,PAYG,ANZ,30,41,7446.36,835600
2023-12-01,Dec 2023,LMI10212,NSW,80-85%,Investor,Apartment,PAYG,AMP Bank,30,44,9219.08,1107000
2023-12-01,Dec 2023,LMI10215,NSW,95%+,First Home Buyer,House,PAYG,Bank of Queensland,60,68,4185.77,1512100
2023-12-01,Dec 2023,LMI10230,WA,85-90%,Owner Occupier,Townhouse,PAYG,Bendigo Bank,30,30,2534.15,688300
2023-12-01,Dec 2023,LMI10271,VIC,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,30,15,4525.52,551200
2023-12-01,Dec 2023,LMI10293,NSW,95%+,First Home Buyer,House,Contract,ANZ,30,16,3779.41,1303800
2023-12-01,Dec 2023,LMI10336,VIC,90-95%,Owner Occupier,Apartment,PAYG,Commonwealth Bank,30,38,6487.45,1125800
2023-12-01,Dec 2023,LMI10403,VIC,85-90%,Owner Occupier,Apartment,PAYG,Westpac,90+,179,2439.04,1132200
2023-12-01,Dec 2023,LMI10408,NSW,80-85%,First Home Buyer,House,Self-Employed,ANZ,30,26,6737.02,1436600
2023-12-01,Dec 2023,LMI10488,QLD,95%+,Owner Occupier,House,PAYG,Westpac,30,21,3397.97,447200
2023-12-01,Dec 2023,LMI10494,NSW,90-95%,First Home Buyer,Apartment,Contract,AMP Bank,30,37,8662.02,1245300
2023-12-01,Dec 2023,LMI10514,QLD,95%+,First Home Buyer,House,PAYG,Bendigo Bank,30,31,3701.77,834500
2023-12-01,Dec 2023,LMI10566,NT,95%+,First Home Buyer,Apartment,PAYG,Bendigo Bank,30,16,3855.2,440600
2023-12-01,Dec 2023,LMI10587,VIC,90-95%,Investor,House,PAYG,Macquarie,30,16,1704.69,775600
2023-12-01,Dec 2023,LMI10588,NSW,90-95%,Investor,House,PAYG,Commonwealth Bank,60,72,4164.22,1582400
2023-12-01,Dec 2023,LMI10601,SA,90-95%,Owner Occupier,House,Self-Employed,NAB,60,48,4385.12,618800
2023-12-01,Dec 2023,LMI10770,NSW,90-95%,First Home Buyer,House,PAYG,ANZ,90,87,11434.6,1569200
2023-12-01,Dec 2023,LMI10779,QLD,80-85%,Owner Occupier,Apartment,PAYG,NAB,90,81,3691.68,659500
2023-12-01,Dec 2023,LMI10785,QLD,80-85%,Investor,House,PAYG,Westpac,30,20,4753.8,535200
2023-12-01,Dec 2023,LMI10802,NSW,95%+,Investor,House,Self-Employed,NAB,30,34,8020.27,1125900
2023-12-01,Dec 2023,LMI10813,VIC,85-90%,Owner Occupier,House,Contract,ING,60,50,3391.32,1021800
2023-12-01,Dec 2023,LMI10867,TAS,90-95%,Owner Occupier,Apartment,Self-Employed,ANZ,60,65,1665.01,357600
2023-12-01,Dec 2023,LMI10882,NSW,95%+,First Home Buyer,Townhouse,Contract,NAB,30,29,4234.05,1495400
2023-12-01,Dec 2023,LMI10915,NSW,95%+,Investor,House,Contract,Commonwealth Bank,30,16,5652.86,1694700
2023-12-01,Dec 2023,LMI10958,NSW,90-95%,First Home Buyer,House,Contract,ANZ,30,21,4075.26,872100
2023-12-01,Dec 2023,LMI10964,NSW,85-90%,Owner Occupier,Apartment,Contract,ANZ,30,29,11816.34,1380300
2023-12-01,Dec 2023,LMI10978,NSW,85-90%,Investor,Townhouse,Self-Employed,Westpac,30,27,6865.95,1046800
2023-12-01,Dec 2023,LMI11020,WA,85-90%,Refinancer,Apartment,Contract,Commonwealth Bank,30,23,1589.99,471200
2023-12-01,Dec 2023,LMI11061,NSW,85-90%,First Home Buyer,House,PAYG,ING,30,16,12490.82,1468000
2023-12-01,Dec 2023,LMI11118,NSW,90-95%,Investor,House,Self-Employed,Macquarie,60,65,6264.12,816900
2023-12-01,Dec 2023,LMI11151,VIC,90-95%,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,23,7246.36,1030600
2023-12-01,Dec 2023,LMI11313,VIC,95%+,First Home Buyer,Townhouse,Self-Employed,Westpac,60,52,6259.06,946100
2023-12-01,Dec 2023,LMI11333,QLD,95%+,First Home Buyer,Apartment,PAYG,NAB,90,88,2364.05,475200
2023-12-01,Dec 2023,LMI11343,NSW,90-95%,First Home Buyer,House,PAYG,Westpac,30,30,4458.34,687000
2023-12-01,Dec 2023,LMI11371,NSW,90-95%,Owner Occupier,Apartment,PAYG,ANZ,30,20,6789.31,1250500
2023-12-01,Dec 2023,LMI11380,QLD,85-90%,Investor,Land,PAYG,Commonwealth Bank,30,36,5223.73,622200
2023-12-01,Dec 2023,LMI11417,NSW,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,30,30,6175.34,833900
2023-12-01,Dec 2023,LMI11450,SA,90-95%,Owner Occupier,House,PAYG,Macquarie,30,45,2753.36,458300
2023-12-01,Dec 2023,LMI11470,NSW,90-95%,First Home Buyer,Land,PAYG,Bendigo Bank,30,27,4738.15,1164200
2023-12-01,Dec 2023,LMI11480,SA,80-85%,Refinancer,House,Contract,Bank of Queensland,30,18,1653.91,547300
2023-12-01,Dec 2023,LMI11553,VIC,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,60,56,6574.87,904000
2023-12-01,Dec 2023,LMI11574,VIC,90-95%,First Home Buyer,Apartment,Self-Employed,NAB,30,18,1638.14,668600
2023-12-01,Dec 2023,LMI11617,QLD,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,30,39,2900.38,402200
2023-12-01,Dec 2023,LMI11675,VIC,80-85%,Investor,House,PAYG,Commonwealth Bank,30,24,5007.28,792400
2023-12-01,Dec 2023,LMI11680,VIC,95%+,Investor,Apartment,PAYG,Commonwealth Bank,30,15,4208.54,856300
2023-12-01,Dec 2023,LMI11703,NSW,80-85%,First Home Buyer,House,PAYG,Westpac,30,44,8084.23,1029600
2023-12-01,Dec 2023,LMI11717,NSW,85-90%,Investor,House,PAYG,Westpac,30,18,2974.06,1228300
2023-12-01,Dec 2023,LMI11723,SA,85-90%,First Home Buyer,House,PAYG,Suncorp,30,40,3831.29,428100
2023-12-01,Dec 2023,LMI11727,NSW,80-85%,Investor,Apartment,PAYG,Westpac,30,27,4457.41,1037300
2023-12-01,Dec 2023,LMI11772,WA,95%+,Owner Occupier,House,PAYG,NAB,30,41,2584.6,733100
2023-12-01,Dec 2023,LMI11795,QLD,85-90%,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,31,3572.65,445600
2023-12-01,Dec 2023,LMI11803,NSW,80-85%,Investor,Apartment,PAYG,NAB,30,23,9818.1,1213800
2023-12-01,Dec 2023,LMI11835,VIC,95%+,Owner Occupier,House,Self-Employed,Commonwealth Bank,30,43,6191.75,1013000
2023-12-01,Dec 2023,LMI11836,QLD,85-90%,First Home Buyer,Apartment,PAYG,Westpac,30,24,3363.79,395000
2023-12-01,Dec 2023,LMI11876,VIC,85-90%,Owner Occupier,House,PAYG,ING,30,41,3109.15,843900
2023-12-01,Dec 2023,LMI11882,NSW,85-90%,Investor,House,Self-Employed,NAB,60,75,13144.25,1580700
2023-12-01,Dec 2023,LMI11895,VIC,95%+,Owner Occupier,Apartment,Self-Employed,NAB,30,40,5033.56,790500
2023-12-01,Dec 2023,LMI11901,VIC,90-95%,Owner Occupier,House,Self-Employed,NAB,30,18,3580.67,598600
2024-01-01,Jan 2024,LMI10011,NSW,95%+,First Home Buyer,House,PAYG,ANZ,30,27,2771.97,825300
2024-01-01,Jan 2024,LMI10027,VIC,85-90%,First Home Buyer,Apartment,PAYG,NAB,90,84,2962.99,958400
2024-01-01,Jan 2024,LMI10063,NSW,90-95%,Owner Occupier,House,PAYG,NAB,30,35,3896.66,1530700
2024-01-01,Jan 2024,LMI10092,NSW,90-95%,Investor,House,PAYG,NAB,30,24,7544.65,854800
2024-01-01,Jan 2024,LMI10105,NSW,95%+,Investor,House,PAYG,NAB,90,90,4396.71,1509200
2024-01-01,Jan 2024,LMI10139,NSW,80-85%,Owner Occupier,Apartment,PAYG,Bendigo Bank,30,40,9834.67,1115900
2024-01-01,Jan 2024,LMI10217,QLD,95%+,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,39,5284.69,588400
2024-01-01,Jan 2024,LMI10261,VIC,90-95%,Owner Occupier,House,PAYG,Bendigo Bank,30,31,2086.55,540900
2024-01-01,Jan 2024,LMI10346,VIC,85-90%,First Home Buyer,Townhouse,Self-Employed,Bendigo Bank,30,28,4269.41,564900
2024-01-01,Jan 2024,LMI10353,NSW,90-95%,First Home Buyer,Apartment,PAYG,ANZ,30,42,5642.0,898300
2024-01-01,Jan 2024,LMI10389,SA,85-90%,Owner Occupier,House,PAYG,Westpac,30,22,2613.94,411200
2024-01-01,Jan 2024,LMI10396,NSW,85-90%,First Home Buyer,Apartment,PAYG,ANZ,30,16,7243.67,1528700
2024-01-01,Jan 2024,LMI10529,VIC,85-90%,First Home Buyer,House,PAYG,Westpac,30,15,3479.09,562200
2024-01-01,Jan 2024,LMI10622,VIC,90-95%,Investor,House,PAYG,ANZ,60,62,7163.94,928600
2024-01-01,Jan 2024,LMI10650,NSW,90-95%,Investor,Townhouse,PAYG,Commonwealth Bank,60,46,3976.32,828500
2024-01-01,Jan 2024,LMI10681,NSW,80-85%,Owner Occupier,House,PAYG,Commonwealth Bank,30,35,2484.21,792900
2024-01-01,Jan 2024,LMI10694,SA,85-90%,Owner Occupier,House,PAYG,NAB,60,60,2681.51,447600
2024-01-01,Jan 2024,LMI10708,WA,95%+,First Home Buyer,House,Self-Employed,Westpac,30,26,3165.25,393200
2024-01-01,Jan 2024,LMI10750,VIC,90-95%,Owner Occupier,Apartment,PAYG,Commonwealth Bank,30,17,5465.33,1142000
2024-01-01,Jan 2024,LMI10760,VIC,80-85%,First Home Buyer,House,PAYG,Commonwealth Bank,30,34,3785.18,553300
2024-01-01,Jan 2024,LMI10879,VIC,90-95%,Investor,Land,PAYG,Commonwealth Bank,60,46,4423.68,610500
2024-01-01,Jan 2024,LMI10880,NSW,90-95%,Owner Occupier,Apartment,Self-Employed,Westpac,30,20,5981.39,1143800
2024-01-01,Jan 2024,LMI10930,VIC,95%+,Owner Occupier,House,Self-Employed,Westpac,30,43,5856.77,1202200
2024-01-01,Jan 2024,LMI10962,NSW,85-90%,Owner Occupier,Apartment,PAYG,ANZ,90,90,3310.72,1076500
2024-01-01,Jan 2024,LMI10995,VIC,90-95%,First Home Buyer,House,PAYG,Bank of Queensland,30,39,4413.24,879300
2024-01-01,Jan 2024,LMI11007,QLD,80-85%,First Home Buyer,House,PAYG,NAB,30,36,1484.42,702200
2024-01-01,Jan 2024,LMI11018,NSW,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,60,66,5589.09,1040400
2024-01-01,Jan 2024,LMI11028,TAS,80-85%,First Home Buyer,House,Self-Employed,Bendigo Bank,60,50,971.85,319200
2024-01-01,Jan 2024,LMI11125,NSW,90-95%,Owner Occupier,Townhouse,PAYG,AMP Bank,30,30,4648.7,1232600
2024-01-01,Jan 2024,LMI11251,NSW,90-95%,Owner Occupier,Apartment,Contract,ANZ,30,18,7425.43,1449300
2024-01-01,Jan 2024,LMI11306,NSW,95%+,First Home Buyer,House,PAYG,Bank of Queensland,60,52,4495.25,1259000
2024-01-01,Jan 2024,LMI11318,QLD,95%+,Refinancer,House,PAYG,NAB,30,41,2925.18,810600
2024-01-01,Jan 2024,LMI11336,NSW,85-90%,Owner Occupier,House,PAYG,Westpac,30,39,5555.11,1426600
2024-01-01,Jan 2024,LMI11377,QLD,90-95%,Investor,Apartment,PAYG,Bendigo Bank,30,45,2155.4,430900
2024-01-01,Jan 2024,LMI11391,QLD,95%+,First Home Buyer,House,PAYG,Commonwealth Bank,30,35,3192.18,685200
2024-01-01,Jan 2024,LMI11526,WA,80-85%,First Home Buyer,House,PAYG,Bank of Queensland,30,22,3491.13,478700
2024-01-01,Jan 2024,LMI11534,NSW,85-90%,First Home Buyer,House,Self-Employed,ANZ,30,16,7537.81,1402400
2024-01-01,Jan 2024,LMI11659,NSW,90-95%,Investor,Apartment,PAYG,Bank of Queensland,30,45,13824.02,1660700
2024-01-01,Jan 2024,LMI11717,NSW,85-90%,Investor,House,PAYG,Westpac,30,18,6671.34,1228300
2024-01-01,Jan 2024,LMI11746,QLD,90-95%,Owner Occupier,House,Contract,NAB,90,87,6482.07,731100
2024-01-01,Jan 2024,LMI11766,NSW,90-95%,Investor,Apartment,Contract,ANZ,30,29,4814.57,1059300
2024-01-01,Jan 2024,LMI11800,WA,80-85%,Owner Occupier,House,PAYG,NAB,30,36,1387.58,662800
2024-01-01,Jan 2024,LMI11821,VIC,80-85%,First Home Buyer,Apartment,PAYG,Westpac,60,59,2708.45,829000
2024-01-01,Jan 2024,LMI11831,VIC,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,30,21,3950.94,750100
2024-01-01,Jan 2024,LMI11837,NSW,85-90%,Owner Occupier,Apartment,Contract,Westpac,30,27,2390.33,962900
2024-01-01,Jan 2024,LMI11842,VIC,90-95%,Owner Occupier,House,Self-Employed,Bendigo Bank,30,37,3764.29,1149000
2024-02-01,Feb 2024,LMI10010,WA,95%+,Owner Occupier,House,PAYG,Westpac,30,17,5676.31,666800
2024-02-01,Feb 2024,LMI10044,NSW,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,30,36,5830.26,1211400
2024-02-01,Feb 2024,LMI10084,WA,85-90%,Owner Occupier,Apartment,PAYG,NAB,30,44,5156.88,674300
2024-02-01,Feb 2024,LMI10096,SA,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,30,19,4514.09,570700
2024-02-01,Feb 2024,LMI10098,QLD,85-90%,Investor,House,PAYG,Westpac,90+,93,2245.11,653300
2024-02-01,Feb 2024,LMI10122,NSW,80-85%,First Home Buyer,Townhouse,PAYG,NAB,60,73,5509.83,773200
2024-02-01,Feb 2024,LMI10253,QLD,85-90%,Owner Occupier,Apartment,PAYG,NAB,30,19,1438.14,583500
2024-02-01,Feb 2024,LMI10291,NSW,95%+,First Home Buyer,Apartment,Self-Employed,ANZ,90,76,9761.02,1506500
2024-02-01,Feb 2024,LMI10307,NSW,85-90%,First Home Buyer,Townhouse,Contract,Westpac,30,24,9718.14,1130400
2024-02-01,Feb 2024,LMI10327,NSW,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,30,16,5519.59,971100
2024-02-01,Feb 2024,LMI10347,QLD,90-95%,First Home Buyer,Apartment,PAYG,ANZ,30,45,3414.8,425000
2024-02-01,Feb 2024,LMI10359,NSW,90-95%,Investor,Townhouse,PAYG,Westpac,60,58,5882.11,1565100
2024-02-01,Feb 2024,LMI10389,SA,85-90%,Owner Occupier,House,PAYG,Westpac,30,24,2322.21,411200
2024-02-01,Feb 2024,LMI10412,VIC,95%+,First Home Buyer,House,PAYG,NAB,30,42,7469.47,997200
2024-02-01,Feb 2024,LMI10428,VIC,90-95%,Owner Occupier,House,PAYG,ING,90,80,5861.27,708700
2024-02-01,Feb 2024,LMI10436,NSW,90-95%,First Home Buyer,House,Self-Employed,Macquarie,30,31,2666.7,1114200
2024-02-01,Feb 2024,LMI10453,ACT,85-90%,Owner Occupier,House,Contract,Commonwealth Bank,30,39,2178.82,559700
2024-02-01,Feb 2024,LMI10461,QLD,95%+,Investor,House,Self-Employed,Commonwealth Bank,30,32,1157.96,487800
2024-02-01,Feb 2024,LMI10650,NSW,90-95%,Investor,Townhouse,PAYG,Commonwealth Bank,30,25,1793.77,828500
2024-02-01,Feb 2024,LMI10680,NSW,85-90%,Investor,House,PAYG,Westpac,30,30,2114.34,844600
2024-02-01,Feb 2024,LMI10695,QLD,95%+,Owner Occupier,House,Contract,NAB,30,16,2379.29,515000
2024-02-01,Feb 2024,LMI10699,NSW,95%+,Refinancer,Townhouse,PAYG,ANZ,30,18,3437.89,712300
2024-02-01,Feb 2024,LMI10781,NSW,80-85%,First Home Buyer,House,PAYG,Bendigo Bank,30,25,5116.13,1245900
2024-02-01,Feb 2024,LMI10799,NSW,85-90%,Owner Occupier,Apartment,PAYG,ANZ,30,25,3705.69,938600
