loan_id,certificate_number,origination_date,settlement_date,vintage_year,lender,lender_channel,state,suburb,postcode,property_type,borrower_type,employment_type,lvr,lvr_band,property_value,loan_amount,insured_amount,premium_amount,loan_status
LMI10135,CERT-2021-00135,2021-04-26,2021-05-31,2021,ING,Online / Direct,VIC,Melbourne CBD,3008,House,Owner Occupier,Self-Employed,90.36,90-95%,1096000,990300,990300,20800,In Arrears
LMI10136,CERT-2020-00136,2020-08-11,2020-09-14,2020,ANZ,Mortgage Broker,VIC,Footscray,3004,Apartment,Investor,Contract,93.8,90-95%,785000,736300,736300,15450,In Arrears
LMI10137,CERT-2024-00137,2024-02-27,2024-03-14,2024,Bank of Queensland,Online / Direct,NSW,Blacktown,2170,Townhouse,Investor,PAYG,90.96,90-95%,1797000,1634600,1634600,34350,Active
LMI10138,CERT-2020-00138,2020-08-05,2020-09-17,2020,ANZ,Bank Branch,VIC,Werribee,3008,House,First Home Buyer,PAYG,84.92,80-85%,1292000,1097200,1097200,9850,Active
LMI10139,CERT-2023-00139,2023-06-08,2023-07-10,2023,Bendigo Bank,Online / Direct,NSW,Maitland,2020,Apartment,Owner Occupier,PAYG,83.71,80-85%,1333000,1115900,1115900,10050,Active
LMI10140,CERT-2020-00140,2020-10-24,2020-11-22,2020,Westpac,Mortgage Broker,QLD,Logan,4069,House,Owner Occupier,PAYG,80.79,80-85%,424000,342500,342500,3100,Active
LMI10141,CERT-2021-00141,2021-04-10,2021-05-13,2021,Commonwealth Bank,Online / Direct,NSW,Maitland,2100,House,Owner Occupier,Contract,81.6,80-85%,1466000,1196300,1196300,10750,Closed
LMI10142,CERT-2023-00142,2023-04-01,2023-04-28,2023,ANZ,Mortgage Broker,VIC,Dandenong,3175,House,Investor,PAYG,94.57,90-95%,1129000,1067700,1067700,22400,Active
LMI10143,CERT-2022-00143,2022-01-04,2022-01-27,2022,NAB,Mortgage Broker,WA,Fremantle,6065,House,Investor,PAYG,95.69,95%+,457000,437300,437300,13100,Active
LMI10144,CERT-2022-00144,2022-02-28,2022-03-17,2022,Commonwealth Bank,Bank Branch,NSW,Bondi,2090,House,First Home Buyer,PAYG,82.14,80-85%,1324000,1087500,1087500,9800,Active
LMI10145,CERT-2019-00145,2019-05-04,2019-05-22,2019,NAB,Online / Direct,VIC,Frankston,3008,Apartment,Owner Occupier,Contract,92.75,90-95%,1290000,1196500,1196500,25150,Active
LMI10146,CERT-2021-00146,2021-02-08,2021-02-27,2021,Commonwealth Bank,Online / Direct,VIC,Bendigo,3220,House,First Home Buyer,Contract,94.54,90-95%,1072000,1013500,1013500,21300,Active
LMI10147,CERT-2021-00147,2021-08-06,2021-09-16,2021,Westpac,Online / Direct,WA,Mandurah,6027,Apartment,First Home Buyer,Self-Employed,94.89,90-95%,630000,597800,597800,12550,Active
LMI10148,CERT-2019-00148,2019-02-02,2019-03-03,2019,ANZ,Mortgage Broker,VIC,Box Hill,3000,House,Investor,PAYG,94.43,90-95%,728000,687500,687500,14450,In Arrears
LMI10149,CERT-2019-00149,2019-04-26,2019-05-18,2019,Westpac,Mortgage Broker,NSW,Maitland,2500,Apartment,First Home Buyer,PAYG,84.33,80-85%,1264000,1065900,1065900,9600,Closed
LMI10150,CERT-2020-00150,2020-09-07,2020-10-08,2020,NAB,Mortgage Broker,NSW,Chatswood,2020,House,First Home Buyer,PAYG,91.18,90-95%,786000,716700,716700,15050,Closed
LMI10151,CERT-2021-00151,2021-04-16,2021-05-09,2021,Westpac,Mortgage Broker,VIC,Geelong,3011,Apartment,Investor,PAYG,88.51,85-90%,796000,704500,704500,9850,Active
LMI10152,CERT-2020-00152,2020-05-12,2020-06-11,2020,ANZ,Mortgage Broker,TAS,Launceston,7050,House,First Home Buyer,PAYG,85.76,85-90%,365000,313000,313000,4400,Closed
LMI10153,CERT-2022-00153,2022-04-18,2022-05-15,2022,ING,Bank Branch,NSW,Penrith,2100,Townhouse,Refinancer,PAYG,84.04,80-85%,1238000,1040400,1040400,9350,Active
LMI10154,CERT-2022-00154,2022-05-22,2022-06-18,2022,Westpac,Mortgage Broker,NT,Nhulunbuy,0820,House,First Home Buyer,PAYG,86.29,85-90%,431000,371900,371900,5200,Active
LMI10155,CERT-2021-00155,2021-08-19,2021-09-22,2021,NAB,Bank Branch,VIC,Geelong,3175,House,Owner Occupier,Self-Employed,84.91,80-85%,1238000,1051200,1051200,9450,Active
LMI10156,CERT-2022-00156,2022-03-12,2022-04-10,2022,Westpac,Mortgage Broker,NSW,Campbelltown,2300,Townhouse,Owner Occupier,PAYG,81.23,80-85%,1259000,1022700,1022700,9200,Active
LMI10157,CERT-2023-00157,2023-01-15,2023-03-01,2023,ANZ,Online / Direct,NSW,Sydney CBD,2300,House,Investor,PAYG,90.93,90-95%,919000,835600,835600,17550,Active
LMI10158,CERT-2019-00158,2019-05-20,2019-06-12,2019,NAB,Mortgage Broker,NSW,Chatswood,2750,House,Owner Occupier,PAYG,83.19,80-85%,730000,607300,607300,5450,Active
LMI10159,CERT-2020-00159,2020-07-16,2020-08-17,2020,Bank of Queensland,Mortgage Broker,VIC,Dandenong,3008,House,Owner Occupier,PAYG,72.94,≤80%,592000,431800,431800,2150,Closed
LMI10160,CERT-2024-00160,2024-05-18,2024-06-26,2024,Westpac,Mortgage Broker,VIC,Geelong,3350,House,Refinancer,PAYG,90.49,90-95%,910000,823500,823500,17300,Active
LMI10161,CERT-2021-00161,2021-09-01,2021-09-18,2021,Macquarie,Mortgage Broker,NSW,Chatswood,2150,Apartment,First Home Buyer,PAYG,86.95,85-90%,1408000,1224300,1224300,17150,Active
LMI10162,CERT-2023-00162,2023-12-23,2024-02-05,2023,Bendigo Bank,Mortgage Broker,NSW,Penrith,2300,House,Investor,PAYG,84.35,80-85%,1013000,854500,854500,7700,Active
LMI10163,CERT-2022-00163,2022-12-30,2023-02-07,2022,ANZ,Online / Direct,TAS,Burnie,7310,Apartment,Owner Occupier,PAYG,88.79,85-90%,597000,530100,530100,7400,Active
LMI10164,CERT-2019-00164,2019-06-10,2019-07-16,2019,NAB,Online / Direct,QLD,Rockhampton,4101,House,Investor,PAYG,93.48,90-95%,448000,418800,418800,8800,Closed
LMI10165,CERT-2020-00165,2020-12-29,2021-02-05,2020,Westpac,Bank Branch,NSW,Maitland,2010,House,First Home Buyer,PAYG,96.52,95%+,1186000,1144700,1144700,34350,Closed
LMI10166,CERT-2021-00166,2021-01-08,2021-01-28,2021,Commonwealth Bank,Bank Branch,QLD,Gold Coast,4069,House,Owner Occupier,PAYG,82.01,80-85%,469000,384600,384600,3450,Active
LMI10167,CERT-2022-00167,2022-05-09,2022-06-12,2022,Bank of Queensland,Online / Direct,NSW,Bondi,2010,Townhouse,Owner Occupier,PAYG,85.56,85-90%,1653000,1414300,1414300,19800,Claim Paid
LMI10168,CERT-2021-00168,2021-10-06,2021-10-29,2021,Westpac,Online / Direct,VIC,Dandenong,3145,Apartment,Owner Occupier,PAYG,81.58,80-85%,626000,510700,510700,4600,Active
LMI10169,CERT-2021-00169,2021-03-21,2021-04-25,2021,Westpac,Mortgage Broker,VIC,Bendigo,3145,Apartment,Owner Occupier,PAYG,80.13,80-85%,1186000,950300,950300,8550,Closed
LMI10170,CERT-2019-00170,2019-12-30,2020-02-07,2019,Macquarie,Bank Branch,VIC,Craigieburn,3145,House,Investor,PAYG,92.45,90-95%,1277000,1180600,1180600,24800,Closed
LMI10171,CERT-2020-00171,2020-01-04,2020-01-19,2020,Macquarie,Bank Branch,SA,Port Augusta,5095,Apartment,Investor,PAYG,84.99,80-85%,703000,597500,597500,5400,Closed
LMI10172,CERT-2019-00172,2019-11-12,2019-12-23,2019,ANZ,Mortgage Broker,NSW,Wollongong,2750,Townhouse,Investor,PAYG,86.34,85-90%,1572000,1357300,1357300,19000,In Arrears
LMI10173,CERT-2023-00173,2023-07-22,2023-08-10,2023,Commonwealth Bank,Mortgage Broker,NSW,Campbelltown,2300,House,Owner Occupier,PAYG,97.13,95%+,838000,813900,813900,24400,Active
LMI10174,CERT-2019-00174,2019-08-05,2019-08-19,2019,NAB,Bank Branch,TAS,Ulverstone,7250,House,Owner Occupier,PAYG,89.0,85-90%,332000,295500,295500,4150,Closed
LMI10175,CERT-2021-00175,2021-09-15,2021-10-05,2021,Westpac,Mortgage Broker,QLD,Sunshine Coast,4700,Apartment,Owner Occupier,PAYG,84.99,80-85%,577000,490400,490400,4400,Active
LMI10176,CERT-2019-00176,2019-05-18,2019-06-20,2019,Commonwealth Bank,Mortgage Broker,NSW,Chatswood,2100,Townhouse,Investor,PAYG,92.32,90-95%,768000,709000,709000,14900,Active
LMI10177,CERT-2021-00177,2021-08-04,2021-09-01,2021,Westpac,Mortgage Broker,VIC,Ringwood,3220,Townhouse,Owner Occupier,PAYG,87.19,85-90%,1154000,1006200,1006200,14100,Active
LMI10178,CERT-2022-00178,2022-12-12,2022-12-30,2022,Westpac,Bank Branch,NSW,Blacktown,2200,House,Owner Occupier,PAYG,81.46,80-85%,1344000,1094800,1094800,9850,Active
LMI10179,CERT-2021-00179,2021-03-14,2021-04-04,2021,ANZ,Mortgage Broker,TAS,Ulverstone,7018,House,First Home Buyer,PAYG,87.0,85-90%,411000,357600,357600,5000,Closed
LMI10180,CERT-2022-00180,2022-05-06,2022-05-28,2022,ANZ,Online / Direct,VIC,Footscray,3145,Townhouse,First Home Buyer,PAYG,82.0,80-85%,994000,815100,815100,7350,Active
LMI10181,CERT-2022-00181,2022-06-22,2022-07-09,2022,Commonwealth Bank,Mortgage Broker,NSW,Blacktown,2170,House,Owner Occupier,PAYG,84.23,80-85%,1655000,1394000,1394000,12550,Active
LMI10182,CERT-2019-00182,2019-12-09,2019-12-28,2019,Commonwealth Bank,Bank Branch,VIC,Ballarat,3000,Apartment,Owner Occupier,Self-Employed,92.27,90-95%,987000,910700,910700,19100,Active
LMI10183,CERT-2020-00183,2020-07-02,2020-08-08,2020,Commonwealth Bank,Mortgage Broker,VIC,Werribee,3145,Apartment,Owner Occupier,PAYG,87.91,85-90%,970000,852700,852700,11950,Closed
LMI10184,CERT-2023-00184,2023-11-01,2023-11-20,2023,Macquarie,Mortgage Broker,WA,Joondalup,6010,House,Owner Occupier,PAYG,68.94,≤80%,586000,404000,404000,2000,Active
LMI10185,CERT-2020-00185,2020-02-28,2020-03-16,2020,Suncorp,Bank Branch,NSW,Campbelltown,2020,House,Refinancer,PAYG,81.11,80-85%,1336000,1083600,1083600,9750,Closed
LMI10186,CERT-2023-00186,2023-03-17,2023-04-26,2023,NAB,Bank Branch,SA,Whyalla,5290,House,First Home Buyer,PAYG,90.76,90-95%,690000,626200,626200,13150,Active
LMI10187,CERT-2022-00187,2022-07-19,2022-08-19,2022,Macquarie,Mortgage Broker,WA,Baldivis,6003,House,Investor,PAYG,85.8,85-90%,675000,579200,579200,8100,Active
LMI10188,CERT-2022-00188,2022-04-06,2022-04-20,2022,Suncorp,Mortgage Broker,WA,Cannington,6003,Apartment,Investor,Self-Employed,87.49,85-90%,788000,689400,689400,9650,Active
LMI10189,CERT-2021-00189,2021-10-10,2021-11-10,2021,Bendigo Bank,Mortgage Broker,VIC,Craigieburn,3008,Townhouse,Investor,PAYG,97.49,95%+,812000,791600,791600,23750,Active
LMI10190,CERT-2024-00190,2024-03-18,2024-04-11,2024,Bank of Queensland,Online / Direct,QLD,Redcliffe,4051,House,Investor,Self-Employed,90.18,90-95%,654000,589800,589800,12400,Claim Paid
LMI10191,CERT-2022-00191,2022-09-22,2022-10-16,2022,NAB,Mortgage Broker,NSW,Bondi,2500,House,First Home Buyer,PAYG,85.5,85-90%,776000,663500,663500,9300,Active
LMI10192,CERT-2021-00192,2021-06-30,2021-07-14,2021,Commonwealth Bank,Bank Branch,NSW,Bondi,2150,House,Investor,PAYG,87.65,85-90%,729000,639000,639000,8950,Active
LMI10193,CERT-2023-00193,2023-05-04,2023-05-26,2023,ANZ,Mortgage Broker,NSW,Gosford,2010,House,First Home Buyer,PAYG,90.77,90-95%,1413000,1282600,1282600,26950,Active
LMI10194,CERT-2021-00194,2021-06-25,2021-07-22,2021,NAB,Mortgage Broker,QLD,Rockhampton,4005,House,Investor,PAYG,96.89,95%+,466000,451500,451500,13550,In Arrears
LMI10195,CERT-2023-00195,2023-01-16,2023-02-17,2023,Commonwealth Bank,Mortgage Broker,QLD,Cairns,4350,House,Owner Occupier,PAYG,83.04,80-85%,833000,691700,691700,6250,Active
LMI10196,CERT-2021-00196,2021-03-01,2021-03-22,2021,Bank of Queensland,Bank Branch,QLD,Logan,4000,Apartment,Owner Occupier,PAYG,91.27,90-95%,548000,500200,500200,10500,Active
LMI10197,CERT-2023-00197,2023-04-27,2023-05-15,2023,Commonwealth Bank,Bank Branch,QLD,Townsville,4069,Apartment,Owner Occupier,PAYG,94.78,90-95%,429000,406600,406600,8550,In Arrears
LMI10198,CERT-2019-00198,2019-06-18,2019-07-11,2019,ANZ,Mortgage Broker,VIC,Frankston,3011,Apartment,Investor,PAYG,88.54,85-90%,780000,690600,690600,9650,Active
LMI10199,CERT-2023-00199,2023-09-30,2023-10-29,2023,ANZ,Mortgage Broker,NSW,Parramatta,2150,House,Investor,Self-Employed,93.68,90-95%,783000,733500,733500,15400,In Arrears
LMI10200,CERT-2019-00200,2019-12-02,2020-01-16,2019,Commonwealth Bank,Bank Branch,NSW,Penrith,2500,Apartment,First Home Buyer,Self-Employed,93.54,90-95%,1749000,1636000,1636000,34350,Closed
LMI10201,CERT-2020-00201,2020-07-11,2020-07-29,2020,ANZ,Bank Branch,QLD,Toowoomba,4179,Apartment,First Home Buyer,PAYG,77.11,≤80%,559000,431000,431000,2150,Closed
LMI10202,CERT-2019-00202,2019-08-25,2019-09-22,2019,Commonwealth Bank,Mortgage Broker,QLD,Townsville,4000,Townhouse,First Home Buyer,Contract,93.4,90-95%,813000,759300,759300,15950,Claim Paid
LMI10203,CERT-2022-00203,2022-09-04,2022-10-14,2022,Westpac,Bank Branch,NSW,Campbelltown,2500,House,Owner Occupier,Contract,93.6,90-95%,962000,900400,900400,18900,Active
LMI10204,CERT-2024-00204,2024-05-07,2024-06-15,2024,Westpac,Mortgage Broker,NSW,Penrith,2090,House,First Home Buyer,PAYG,94.91,90-95%,794000,753600,753600,15850,Active
LMI10205,CERT-2022-00205,2022-04-26,2022-06-10,2022,NAB,Bank Branch,NSW,Gosford,2500,House,Owner Occupier,PAYG,92.37,90-95%,1798000,1660800,1660800,34900,Active
LMI10206,CERT-2024-00206,2024-05-01,2024-06-05,2024,Westpac,Bank Branch,VIC,St Kilda,3350,Land,Owner Occupier,Contract,94.4,90-95%,581000,548500,548500,11500,Active
LMI10207,CERT-2019-00207,2019-03-31,2019-04-28,2019,Suncorp,Bank Branch,TAS,Sorell,7050,House,First Home Buyer,Self-Employed,81.47,80-85%,587000,478200,478200,4300,Closed
LMI10208,CERT-2024-00208,2024-05-28,2024-06-19,2024,NAB,Mortgage Broker,NSW,Newcastle,2100,House,First Home Buyer,PAYG,87.23,85-90%,976000,851400,851400,11900,Active
LMI10209,CERT-2019-00209,2019-11-15,2019-12-05,2019,ING,Bank Branch,NSW,Campbelltown,2200,House,First Home Buyer,PAYG,92.97,90-95%,898000,834900,834900,17550,Active
LMI10210,CERT-2022-00210,2022-11-28,2022-12-14,2022,NAB,Online / Direct,NSW,Parramatta,2020,House,First Home Buyer,PAYG,94.15,90-95%,952000,896300,896300,18800,Active
LMI10211,CERT-2023-00211,2023-10-17,2023-11-28,2023,Commonwealth Bank,Mortgage Broker,WA,Geraldton,6003,House,First Home Buyer,Self-Employed,84.77,80-85%,641000,543400,543400,4900,Active
LMI10212,CERT-2022-00212,2022-11-06,2022-11-25,2022,AMP Bank,Bank Branch,NSW,Sydney CBD,2010,Apartment,Investor,PAYG,82.06,80-85%,1349000,1107000,1107000,9950,Active
LMI10213,CERT-2024-00213,2024-04-13,2024-05-26,2024,Westpac,Bank Branch,WA,Cannington,6050,Apartment,First Home Buyer,PAYG,90.7,90-95%,404000,366400,366400,7700,Active
LMI10214,CERT-2019-00214,2019-03-12,2019-04-10,2019,Commonwealth Bank,Mortgage Broker,NSW,Sydney CBD,2170,House,Owner Occupier,Self-Employed,89.43,85-90%,1419000,1269000,1269000,17750,Closed
LMI10215,CERT-2019-00215,2019-02-09,2019-03-19,2019,Bank of Queensland,Mortgage Broker,NSW,Campbelltown,2170,House,First Home Buyer,PAYG,96.68,95%+,1564000,1512100,1512100,45350,Active
LMI10216,CERT-2019-00216,2019-04-30,2019-06-13,2019,Commonwealth Bank,Bank Branch,NSW,Parramatta,2020,House,Investor,Self-Employed,93.91,90-95%,1292000,1213300,1213300,25500,Closed
LMI10217,CERT-2023-00217,2023-06-22,2023-07-30,2023,Commonwealth Bank,Bank Branch,QLD,Sunshine Coast,4010,Apartment,First Home Buyer,PAYG,96.77,95%+,608000,588400,588400,17650,Active
LMI10218,CERT-2019-00218,2019-10-19,2019-11-14,2019,Commonwealth Bank,Bank Branch,QLD,Cairns,4207,House,Owner Occupier,PAYG,87.88,85-90%,863000,758400,758400,10600,Closed
LMI10219,CERT-2023-00219,2023-07-10,2023-08-01,2023,Commonwealth Bank,Mortgage Broker,VIC,Melbourne CBD,3070,Townhouse,Investor,Self-Employed,88.11,85-90%,825000,726900,726900,10200,Active
LMI10220,CERT-2024-00220,2024-04-13,2024-05-22,2024,Suncorp,Mortgage Broker,WA,Mandurah,6027,House,Owner Occupier,PAYG,96.18,95%+,655000,630000,630000,18900,Active
LMI10221,CERT-2023-00221,2023-12-27,2024-02-01,2023,Westpac,Mortgage Broker,NSW,Newcastle,2020,House,Owner Occupier,Contract,92.85,90-95%,961000,892300,892300,18750,Active
LMI10222,CERT-2024-00222,2024-05-30,2024-06-15,2024,NAB,Bank Branch,SA,Murray Bridge,5108,House,First Home Buyer,PAYG,89.97,85-90%,417000,375200,375200,5250,Active
LMI10223,CERT-2024-00223,2024-05-26,2024-06-14,2024,Westpac,Bank Branch,VIC,Bendigo,3350,House,First Home Buyer,PAYG,88.22,85-90%,1172000,1033900,1033900,14450,Active
LMI10224,CERT-2023-00224,2023-02-09,2023-03-21,2023,Westpac,Mortgage Broker,NSW,Newcastle,2170,Apartment,Investor,PAYG,70.79,≤80%,1767000,1250900,1250900,6250,Active
LMI10225,CERT-2023-00225,2023-06-25,2023-07-11,2023,Westpac,Online / Direct,QLD,Gold Coast,4005,House,First Home Buyer,Contract,82.31,80-85%,576000,474100,474100,4250,Active
LMI10226,CERT-2024-00226,2024-01-04,2024-02-17,2024,Bendigo Bank,Bank Branch,ACT,Forde,2602,House,First Home Buyer,PAYG,89.93,85-90%,993000,893000,893000,12500,Active
LMI10227,CERT-2020-00227,2020-06-27,2020-07-29,2020,ANZ,Mortgage Broker,QLD,Rockhampton,4122,House,First Home Buyer,PAYG,93.68,90-95%,578000,541500,541500,11350,In Arrears
LMI10228,CERT-2019-00228,2019-07-18,2019-08-02,2019,Westpac,Mortgage Broker,WA,Fremantle,6065,House,Owner Occupier,PAYG,92.45,90-95%,477000,441000,441000,9250,Closed
LMI10229,CERT-2021-00229,2021-01-26,2021-02-20,2021,ANZ,Bank Branch,VIC,Ballarat,3011,Apartment,First Home Buyer,PAYG,84.44,80-85%,901000,760800,760800,6850,Active
LMI10230,CERT-2020-00230,2020-04-10,2020-04-27,2020,Bendigo Bank,Mortgage Broker,WA,Baldivis,6100,Townhouse,Owner Occupier,PAYG,88.81,85-90%,775000,688300,688300,9650,Active
LMI10231,CERT-2024-00231,2024-01-19,2024-02-11,2024,Suncorp,Mortgage Broker,SA,Whyalla,5008,House,Owner Occupier,Contract,92.56,90-95%,395000,365600,365600,7700,Active
LMI10232,CERT-2023-00232,2023-09-05,2023-10-05,2023,Westpac,Mortgage Broker,VIC,Dandenong,3004,House,First Home Buyer,PAYG,96.92,95%+,810000,785100,785100,23550,Active
LMI10233,CERT-2021-00233,2021-12-06,2022-01-15,2021,ANZ,Online / Direct,WA,Albany,6150,House,First Home Buyer,Self-Employed,93.15,90-95%,433000,403300,403300,8450,In Arrears
LMI10234,CERT-2023-00234,2023-12-03,2024-01-12,2023,ANZ,Bank Branch,QLD,Rockhampton,4217,House,Owner Occupier,PAYG,94.41,90-95%,560000,528700,528700,11100,Active
LMI10235,CERT-2022-00235,2022-11-15,2022-12-14,2022,Commonwealth Bank,Mortgage Broker,VIC,Bendigo,3055,House,First Home Buyer,PAYG,89.41,85-90%,615000,549900,549900,7700,Active
LMI10236,CERT-2019-00236,2019-10-03,2019-11-05,2019,Westpac,Mortgage Broker,QLD,Redcliffe,4069,House,First Home Buyer,Self-Employed,84.36,80-85%,936000,789600,789600,7100,Closed
LMI10237,CERT-2023-00237,2023-08-09,2023-08-26,2023,ANZ,Bank Branch,QLD,Redcliffe,4069,Apartment,Investor,PAYG,94.35,90-95%,693000,653800,653800,13750,Active
LMI10238,CERT-2020-00238,2020-05-25,2020-06-10,2020,Macquarie,Mortgage Broker,NSW,Campbelltown,2090,Apartment,First Home Buyer,PAYG,94.2,90-95%,1213000,1142600,1142600,24000,Closed
LMI10239,CERT-2023-00239,2023-11-18,2024-01-01,2023,NAB,Mortgage Broker,VIC,Ballarat,3008,House,Owner Occupier,PAYG,85.97,85-90%,1003000,862300,862300,12050,Active
LMI10240,CERT-2022-00240,2022-08-18,2022-09-15,2022,Commonwealth Bank,Mortgage Broker,VIC,Werribee,3121,Apartment,First Home Buyer,Contract,97.59,95%+,1068000,1042300,1042300,31250,Active
LMI10241,CERT-2020-00241,2020-05-31,2020-07-03,2020,ANZ,Bank Branch,QLD,Logan,4122,House,Owner Occupier,PAYG,90.14,90-95%,798000,719300,719300,15100,Active
LMI10242,CERT-2024-00242,2024-06-02,2024-07-09,2024,NAB,Mortgage Broker,VIC,Ballarat,3055,House,First Home Buyer,PAYG,79.99,≤80%,984000,787100,787100,3950,Active
LMI10243,CERT-2022-00243,2022-08-27,2022-09-29,2022,Macquarie,Mortgage Broker,NSW,Sydney CBD,2060,Apartment,Owner Occupier,PAYG,94.77,90-95%,923000,874700,874700,18350,Active
LMI10244,CERT-2020-00244,2020-06-15,2020-07-25,2020,Westpac,Mortgage Broker,QLD,Townsville,4217,Apartment,Owner Occupier,PAYG,94.99,90-95%,634000,602200,602200,12650,Closed
LMI10245,CERT-2019-00245,2019-12-15,2020-01-09,2019,NAB,Bank Branch,SA,Salisbury,5600,Apartment,First Home Buyer,PAYG,86.57,85-90%,459000,397400,397400,5550,Closed
LMI10246,CERT-2023-00246,2023-06-03,2023-07-08,2023,ANZ,Online / Direct,VIC,Dandenong,3145,House,Investor,PAYG,91.6,90-95%,848000,776800,776800,16300,Active
LMI10247,CERT-2021-00247,2021-02-20,2021-03-25,2021,Westpac,Mortgage Broker,WA,Armadale,6010,Townhouse,Owner Occupier,PAYG,89.35,85-90%,574000,512900,512900,7200,Active
LMI10248,CERT-2022-00248,2022-07-16,2022-08-10,2022,Commonwealth Bank,Mortgage Broker,QLD,Cairns,4179,House,First Home Buyer,Self-Employed,92.49,90-95%,586000,542000,542000,11400,In Arrears
LMI10249,CERT-2021-00249,2021-05-29,2021-07-07,2021,NAB,Online / Direct,QLD,Townsville,4207,Townhouse,Investor,PAYG,82.23,80-85%,647000,532000,532000,4800,Active
LMI10250,CERT-2020-00250,2020-04-08,2020-05-14,2020,Commonwealth Bank,Bank Branch,NSW,Blacktown,2090,Townhouse,Owner Occupier,PAYG,76.0,≤80%,1057000,803300,803300,4000,Active
LMI10251,CERT-2019-00251,2019-10-02,2019-11-06,2019,Commonwealth Bank,Bank Branch,VIC,Ringwood,3008,Land,First Home Buyer,PAYG,88.47,85-90%,1297000,1147500,1147500,16050,Closed
LMI10252,CERT-2023-00252,2023-06-11,2023-06-27,2023,Commonwealth Bank,Online / Direct,VIC,Craigieburn,3168,Apartment,Owner Occupier,PAYG,83.58,80-85%,850000,710400,710400,6400,Active
LMI10253,CERT-2022-00253,2022-01-25,2022-02-24,2022,NAB,Bank Branch,QLD,Maroochydore,4700,Apartment,Owner Occupier,PAYG,86.96,85-90%,671000,583500,583500,8150,Active
LMI10254,CERT-2019-00254,2019-08-03,2019-08-24,2019,Macquarie,Online / Direct,VIC,Geelong,3175,Townhouse,First Home Buyer,PAYG,84.17,80-85%,784000,659900,659900,5950,Active
LMI10255,CERT-2022-00255,2022-11-10,2022-12-24,2022,NAB,Bank Branch,NSW,Maitland,2010,House,Owner Occupier,Self-Employed,89.56,85-90%,1077000,964600,964600,13500,Claim Paid
LMI10256,CERT-2024-00256,2024-06-24,2024-07-26,2024,Bendigo Bank,Mortgage Broker,NSW,Sydney CBD,2020,Apartment,Owner Occupier,PAYG,86.23,85-90%,1005000,866600,866600,12150,In Arrears
LMI10257,CERT-2019-00257,2019-10-11,2019-11-04,2019,Commonwealth Bank,Mortgage Broker,WA,Cannington,6018,House,Owner Occupier,Contract,90.15,90-95%,534000,481400,481400,10100,Closed
LMI10258,CERT-2023-00258,2023-06-27,2023-08-06,2023,NAB,Bank Branch,NSW,Blacktown,2010,Townhouse,First Home Buyer,PAYG,89.27,85-90%,1421000,1268500,1268500,17750,Active
LMI10259,CERT-2020-00259,2020-01-07,2020-02-14,2020,ANZ,Mortgage Broker,VIC,Frankston,3350,Townhouse,Owner Occupier,PAYG,93.42,90-95%,1141000,1065900,1065900,22400,Closed
LMI10260,CERT-2021-00260,2021-12-10,2022-01-07,2021,ANZ,Mortgage Broker,QLD,Mackay,4101,House,Owner Occupier,PAYG,78.02,≤80%,938000,731800,731800,3650,Active
